"song_id","genre"
"10480","pop"
"10481","rap"
"10482","rock"
"10483","rock"
"10484","pop"
"10485","rock"
"10486","rock"
"10487","pop"
"10488","rock"
"10489","pop"
"10490","pop"
"10491","rock"
"10492","rock"
"10493","hip hop"
"10494","rock"
"10495","rock"
"10496","pop"
"10497","pop"
"10498","hip hop"
"10499","rap"
"10500","rock"
"10501","pop"
"10502","pop"
"10503","pop"
"10504","pop"
"10505","rock"
"10506","rock"
"10507","pop"
"10508","hip hop"
"10509","rap"
"10510","hip hop"
"10511","rock"
"10512","pop"
"10513","rock"
"10514","hip hop"
"10515","pop"
"10516","rock"
"10517","pop"
"10518","rock"
"10519","rap"
"10520","rock"
"10521","pop"
"10522","rock"
"10523","hip hop"
"10524","rap"
"10525","hip hop"
"10526","pop"
"10527","rock"
"10528","pop"
"10529","rock"
"10530","rap"
"10531","pop"
"10532","hip hop"
"10533","pop"
"10534","hip hop"
"10535","pop"
"10536","rock"
"10537","pop"
"10538","hip hop"
"10539","pop"
"10540","hip hop"
"10541","hip hop"
"10542","hip hop"
"10543","pop"
"10544","pop"
"10545","pop"
"10546","rock"
"10547","rock"
"10548","hip hop"
"10549","rock"
"10550","rock"
"10551","pop"
"10552","rock"
"10553","rap"
"10554","rock"
"10555","pop"
"10556","hip hop"
"10557","hip hop"
"10558","hip hop"
"10559","rock"
"10560","rock"
"10561","rock"
"10562","rock"
"10563","rock"
"10564","rap"
"10565","pop"
"10566","rap"
"10567","hip hop"
"10568","pop"
"10569","pop"
"10570","hip hop"
"10571","rap"
"10572","hip hop"
"10573","pop"
"10574","rock"
"10575","rock"
"10576","hip hop"
"10577","rock"
"10578","rap"
"10579","pop"
"10580","rock"
"10581","rock"
"10582","hip hop"
"10583","rock"
"10584","rap"
"10585","hip hop"
"10586","rock"
"10587","hip hop"
"10588","rock"
"10589","rock"
"10590","rap"
"10591","rock"
"10592","rap"
"10593","hip hop"
"10594","rock"
"10595","rap"
"10596","hip hop"
"10597","hip hop"
"10598","rap"
"10599","pop"
"10600","pop"
"10601","rap"
"10602","rap"
"10603","rap"
"10604","rock"
"10605","rap"
"10606","hip hop"
"10607","pop"
"10608","rap"
"10609","hip hop"
"10610","pop"
"10611","rock"
"10612","rap"
"10613","rock"
"10614","pop"
"10615","rock"
"10616","pop"
"10617","rap"
"10618","hip hop"
"10619","rap"
"10620","hip hop"
"10621","pop"
"10622","pop"
"10623","hip hop"
"10624","rock"
"10625","rock"
"10626","rock"
"10627","hip hop"
"10628","hip hop"
"10629","rap"
"10630","pop"
"10631","rock"
"10632","pop"
"10633","rock"
"10634","pop"
"10635","pop"
"10636","rock"
"10637","pop"
"10638","rap"
"10639","rap"
"10640","pop"
"10641","hip hop"
"10642","hip hop"
"10643","pop"
"10644","rock"
"10645","pop"
"10646","rock"
"10647","hip hop"
"10648","pop"
"10649","hip hop"
"10650","rock"
"10651","rock"
"10652","rock"
"10653","hip hop"
"10654","pop"
"10655","rap"
"10656","rap"
"10657","pop"
"10658","rap"
"10659","rock"
"10660","rock"
"10661","rock"
"10662","hip hop"
"10663","rock"
"10664","rap"
"10665","pop"
"10666","rap"
"10667","pop"
"10668","hip hop"
"10669","pop"
"10670","pop"
"10671","rap"
"10672","hip hop"
"10673","rock"
"10674","rap"
"10675","hip hop"
"10676","rap"
"10677","pop"
"10678","rock"
"10679","hip hop"
"10680","rock"
"10681","rock"
"10682","pop"
"10683","rock"
"10684","pop"
"10685","rap"
"10686","rock"
"10687","pop"
"10688","rock"
"10689","hip hop"
"10690","pop"
"10691","hip hop"
"10692","hip hop"
"10693","rap"
"10694","rap"
"10695","rock"
"10696","pop"
"10697","hip hop"
"10698","rock"
"10699","pop"
"10700","pop"
"10701","pop"
"10702","pop"
"10703","rock"
"10704","pop"
"10705","hip hop"
"10706","pop"
"10707","pop"
"10708","pop"
"10709","rock"
"10710","rap"
"10711","rock"
"10712","rock"
"10713","hip hop"
"10714","pop"
"10715","hip hop"
"10716","pop"
"10717","rock"
"10718","hip hop"
"10719","hip hop"
"10720","pop"
"10721","rap"
"10722","rap"
"10723","rap"
"10724","pop"
"10725","rap"
"10726","rap"
"10727","rap"
"10728","rock"
"10729","rap"
"10730","rock"
"10731","rock"
"10732","pop"
"10733","rock"
"10734","hip hop"
"10735","hip hop"
"10736","rap"
"10737","rock"
"10738","rock"
"10739","rock"
"10740","pop"
"10741","rap"
"10742","rock"
"10743","hip hop"
"10744","pop"
"10745","pop"
"10746","rap"
"10747","rock"
"10748","rock"
"10749","pop"
"10750","pop"
"10751","rap"
"10752","pop"
"10753","pop"
"10754","hip hop"
"10755","rap"
"10756","rap"
"10757","rap"
"10758","hip hop"
"10759","rock"
"10760","hip hop"
"10761","rock"
"10762","hip hop"
"10763","hip hop"
"10764","hip hop"
"10765","pop"
"10766","pop"
"10767","pop"
"10768","hip hop"
"10769","rock"
"10770","rap"
"10771","rock"
"10772","hip hop"
"10773","hip hop"
"10774","pop"
"10775","rock"
"10776","pop"
"10777","rap"
"10778","rap"
"10779","rock"
"10780","pop"
"10781","rock"
"10782","pop"
"10783","rap"
"10784","hip hop"
"10785","hip hop"
"10786","hip hop"
"10787","rap"
"10788","rap"
"10789","rap"
"10790","rock"
"10791","rap"
"10792","rap"
"10793","hip hop"
"10794","hip hop"
"10795","rap"
"10796","hip hop"
"10797","rap"
"10798","rock"
"10799","pop"
"10800","pop"
"10801","rap"
"10802","rock"
"10803","pop"
"10804","rap"
"10805","pop"
"10806","pop"
"10807","pop"
"10808","rap"
"10809","rock"
"10810","rock"
"10811","rap"
"10812","rap"
"10813","hip hop"
"10814","rock"
"10815","hip hop"
"10816","rock"
"10817","rap"
"10818","pop"
"10819","rap"
"10820","rap"
"10821","rap"
"10822","pop"
"10823","pop"
"10824","rap"
"10825","pop"
"10826","hip hop"
"10827","pop"
"10828","rock"
"10829","rap"
"10830","rock"
"10831","rap"
"10832","pop"
"10833","rap"
"10834","rap"
"10835","rap"
"10836","hip hop"
"10837","hip hop"
"10838","hip hop"
"10839","rap"
"10840","pop"
"10841","rock"
"10842","hip hop"
"10843","hip hop"
"10844","rap"
"10845","rock"
"10846","rock"
"10847","rap"
"10848","pop"
"10849","hip hop"
"10850","pop"
"10851","pop"
"10852","rock"
"10853","rap"
"10854","rock"
"10855","pop"
"10856","hip hop"
"10857","rock"
"10858","hip hop"
"10859","rock"
"10860","pop"
"10861","hip hop"
"10862","pop"
"10863","hip hop"
"10864","rock"
"10865","pop"
"10866","hip hop"
"10867","rock"
"10868","rap"
"10869","rock"
"10870","rock"
"10871","hip hop"
"10872","pop"
"10873","hip hop"
"10874","hip hop"
"10875","hip hop"
"10876","pop"
"10877","hip hop"
"10878","rap"
"10879","rock"
"10880","pop"
"10881","hip hop"
"10882","rock"
"10883","rock"
"10884","rock"
"10885","pop"
"10886","pop"
"10887","rock"
"10888","rap"
"10889","pop"
"10890","rock"
"10891","rock"
"10892","pop"
"10893","hip hop"
"10894","rap"
"10895","rock"
"10896","rock"
"10897","pop"
"10898","pop"
"10899","pop"
"10900","rock"
"10901","rock"
"10902","rock"
"10903","pop"
"10904","pop"
"10905","hip hop"
"10906","rock"
"10907","rap"
"10908","rap"
"10909","pop"
"10910","pop"
"10911","hip hop"
"10912","rock"
"10913","rap"
"10914","pop"
"10915","rap"
"10916","rap"
"10917","hip hop"
"10918","pop"
"10919","hip hop"
"10920","pop"
"10921","rock"
"10922","pop"
"10923","pop"
"10924","hip hop"
"10925","pop"
"10926","pop"
"10927","rap"
"10928","rock"
"10929","pop"
"10930","rock"
"10931","hip hop"
"10932","pop"
"10933","rap"
"10934","rock"
"10935","hip hop"
"10936","rap"
"10937","rap"
"10938","hip hop"
"10939","rock"
"10940","rock"
"10941","pop"
"10942","rock"
"10943","rap"
"10944","hip hop"
"10945","pop"
"10946","rap"
"10947","rap"
"10948","rock"
"10949","rap"
"10950","rap"
"10951","hip hop"
"10952","pop"
"10953","rap"
"10954","rap"
"10955","rock"
"10956","rap"
"10957","pop"
"10958","pop"
"10959","pop"
"10960","rock"
"10961","rock"
"10962","rock"
"10963","rock"
"10964","rap"
"10965","rap"
"10966","rock"
"10967","pop"
"10968","pop"
"10969","rock"
"10970","rap"
"10971","pop"
"10972","rock"
"10973","hip hop"
"10974","rap"
"10975","pop"
"10976","pop"
"10977","pop"
"10978","rap"
"10979","rock"
"10980","pop"
"10981","pop"
"10982","rock"
"10983","rap"
"10984","rap"
"10985","pop"
"10986","rock"
"10987","pop"
"10988","hip hop"
"10989","rock"
"10990","rock"
"10991","rock"
"10992","pop"
"10993","rap"
"10994","rock"
"10995","pop"
"10996","pop"
"10997","pop"
"10998","pop"
"10999","rock"
"11000","rock"
"11001","hip hop"
"11002","hip hop"
"11003","rock"
"11004","rock"
"11005","pop"
"11006","rap"
"11007","rap"
"11008","rock"
"11009","pop"
"11010","rock"
"11011","hip hop"
"11012","rock"
"11013","pop"
"11014","rap"
"11015","rap"
"11016","rap"
"11017","rap"
"11018","rock"
"11019","hip hop"
"11020","pop"
"11021","rock"
"11022","rock"
"11023","hip hop"
"11024","pop"
"11025","hip hop"
"11026","rap"
"11027","hip hop"
"11028","rock"
"11029","rap"
"11030","rock"
"11031","rap"
"11032","rock"
"11033","rock"
"11034","pop"
"11035","rock"
"11036","hip hop"
"11037","rock"
"11038","rap"
"11039","hip hop"
"11040","hip hop"
"11041","hip hop"
"11042","rap"
"11043","rock"
"11044","rap"
"11045","rock"
"11046","hip hop"
"11047","rap"
"11048","rock"
"11049","rock"
"11050","rap"
"11051","rock"
"11052","rap"
"11053","rap"
"11054","rock"
"11055","hip hop"
"11056","rock"
"11057","rock"
"11058","rap"
"11059","pop"
"11060","pop"
"11061","rap"
"11062","rap"
"11063","rock"
"11064","rap"
"11065","hip hop"
"11066","rock"
"11067","hip hop"
"11068","rock"
"11069","hip hop"
"11070","rock"
"11071","rap"
"11072","pop"
"11073","rap"
"11074","rock"
"11075","pop"
"11076","rock"
"11077","pop"
"11078","rap"
"11079","hip hop"
"11080","hip hop"
"11081","rap"
"11082","rap"
"11083","rap"
"11084","pop"
"11085","rock"
"11086","hip hop"
"11087","hip hop"
"11088","pop"
"11089","pop"
"11090","rock"
"11091","pop"
"11092","pop"
"11093","rock"
"11094","pop"
"11095","rock"
"11096","hip hop"
"11097","hip hop"
"11098","rock"
"11099","rap"
"11100","hip hop"
"11101","hip hop"
"11102","rock"
"11103","rap"
"11104","rap"
"11105","rock"
"11106","hip hop"
"11107","rock"
"11108","rock"
"11109","rap"
"11110","pop"
"11111","hip hop"
"11112","rock"
"11113","hip hop"
"11114","rap"
"11115","rap"
"11116","rock"
"11117","rock"
"11118","rock"
"11119","rock"
"11120","rap"
"11121","rock"
"11122","pop"
"11123","pop"
"11124","rock"
"11125","pop"
"11126","rap"
"11127","rap"
"11128","pop"
"11129","rap"
"11130","pop"
"11131","rap"
"11132","pop"
"11133","hip hop"
"11134","rock"
"11135","rap"
"11136","rap"
"11137","pop"
"11138","pop"
"11139","hip hop"
"11140","rap"
"11141","hip hop"
"11142","hip hop"
"11143","pop"
"11144","rock"
"11145","rap"
"11146","pop"
"11147","rock"
"11148","rock"
"11149","pop"
"11150","hip hop"
"11151","pop"
"11152","pop"
"11153","pop"
"11154","rock"
"11155","rock"
"11156","rock"
"11157","rap"
"11158","hip hop"
"11159","rock"
"11160","rock"
"11161","pop"
"11162","rap"
"11163","pop"
"11164","rock"
"11165","rap"
"11166","rock"
"11167","hip hop"
"11168","rap"
"11169","rock"
"11170","rock"
"11171","hip hop"
"11172","rap"
"11173","rock"
"11174","pop"
"11175","pop"
"11176","hip hop"
"11177","hip hop"
"11178","hip hop"
"11179","pop"
"11180","pop"
"11181","hip hop"
"11182","pop"
"11183","hip hop"
"11184","pop"
"11185","rap"
"11186","rock"
"11187","rock"
"11188","pop"
"11189","pop"
"11190","rap"
"11191","pop"
"11192","rap"
"11193","rap"
"11194","rap"
"11195","hip hop"
"11196","hip hop"
"11197","pop"
"11198","rap"
"11199","rock"
"11200","rap"
"11201","hip hop"
"11202","rock"
"11203","rock"
"11204","hip hop"
"11205","rock"
"11206","rock"
"11207","rock"
"11208","hip hop"
"11209","rock"
"11210","pop"
"11211","rap"
"11212","pop"
"11213","rap"
"11214","rap"
"11215","rock"
"11216","rock"
"11217","pop"
"11218","pop"
"11219","pop"
"11220","rock"
"11221","pop"
"11222","pop"
"11223","rock"
"11224","hip hop"
"11225","hip hop"
"11226","rock"
"11227","hip hop"
"11228","hip hop"
"11229","pop"
"11230","rap"
"11231","rock"
"11232","pop"
"11233","pop"
"11234","hip hop"
"11235","pop"
"11236","hip hop"
"11237","pop"
"11238","rock"
"11239","rock"
"11240","rock"
"11241","hip hop"
"11242","pop"
"11243","pop"
"11244","rap"
"11245","hip hop"
"11246","hip hop"
"11247","rock"
"11248","hip hop"
"11249","rap"
"11250","pop"
"11251","rap"
"11252","hip hop"
"11253","rock"
"11254","hip hop"
"11255","hip hop"
"11256","pop"
"11257","pop"
"11258","hip hop"
"11259","rap"
"11260","rap"
"11261","rap"
"11262","pop"
"11263","hip hop"
"11264","pop"
"11265","rap"
"11266","pop"
"11267","hip hop"
"11268","pop"
"11269","rock"
"11270","hip hop"
"11271","pop"
"11272","rap"
"11273","rap"
"11274","pop"
"11275","hip hop"
"11276","rock"
"11277","pop"
"11278","rap"
"11279","rap"
"11280","hip hop"
"11281","rap"
"11282","rock"
"11283","pop"
"11284","rock"
"11285","rap"
"11286","pop"
"11287","pop"
"11288","pop"
"11289","pop"
"11290","rock"
"11291","rock"
"11292","rap"
"11293","hip hop"
"11294","hip hop"
"11295","rap"
"11296","pop"
"11297","rap"
"11298","hip hop"
"11299","hip hop"
"11300","pop"
"11301","hip hop"
"11302","pop"
"11303","pop"
"11304","rap"
"11305","hip hop"
"11306","rock"
"11307","pop"
"11308","pop"
"11309","rap"
"11310","rap"
"11311","rock"
"11312","rock"
"11313","pop"
"11314","pop"
"11315","pop"
"11316","rap"
"11317","hip hop"
"11318","rap"
"11319","rock"
"11320","pop"
"11321","pop"
"11322","pop"
"11323","rock"
"11324","rap"
"11325","rock"
"11326","hip hop"
"11327","pop"
"11328","rap"
"11329","rap"
"11330","pop"
"11331","rock"
"11332","pop"
"11333","hip hop"
"11334","pop"
"11335","rock"
"11336","rap"
"11337","hip hop"
"11338","rap"
"11339","hip hop"
"11340","pop"
"11341","pop"
"11342","rock"
"11343","pop"
"11344","pop"
"11345","rock"
"11346","pop"
"11347","rock"
"11348","rock"
"11349","pop"
"11350","rap"
"11351","pop"
"11352","rock"
"11353","pop"
"11354","hip hop"
"11355","rock"
"11356","hip hop"
"11357","rap"
"11358","pop"
"11359","rock"
"11360","hip hop"
"11361","hip hop"
"11362","rock"
"11363","hip hop"
"11364","rock"
"11365","hip hop"
"11366","hip hop"
"11367","rap"
"11368","pop"
"11369","rap"
"11370","hip hop"
"11371","hip hop"
"11372","rock"
"11373","pop"
"11374","hip hop"
"11375","rock"
"11376","hip hop"
"11377","pop"
"11378","rap"
"11379","rap"
"11380","pop"
"11381","pop"
"11382","rock"
"11383","pop"
"11384","rock"
"11385","pop"
"11386","pop"
"11387","rap"
"11388","rap"
"11389","rock"
"11390","pop"
"11391","pop"
"11392","rap"
"11393","hip hop"
"11394","rock"
"11395","rap"
"11396","hip hop"
"11397","rap"
"11398","hip hop"
"11399","hip hop"
"11400","rock"
"11401","hip hop"
"11402","pop"
"11403","rock"
"11404","pop"
"11405","rock"
"11406","hip hop"
"11407","rock"
"11408","hip hop"
"11409","pop"
"11410","pop"
"11411","pop"
"11412","pop"
"11413","pop"
"11414","rock"
"11415","pop"
"11416","rap"
"11417","hip hop"
"11418","pop"
"11419","rock"
"11420","pop"
"11421","pop"
"11422","rock"
"11423","pop"
"11424","rap"
"11425","pop"
"11426","pop"
"11427","rap"
"11428","rock"
"11429","hip hop"
"11430","rock"
"11431","pop"
"11432","rock"
"11433","pop"
"11434","pop"
"11435","pop"
"11436","rock"
"11437","rock"
"11438","pop"
"11439","rock"
"11440","rap"
"11441","rock"
"11442","hip hop"
"11443","rap"
"11444","pop"
"11445","pop"
"11446","rock"
"11447","pop"
"11448","rap"
"11449","rock"
"11450","hip hop"
"11451","pop"
"11452","hip hop"
"11453","rock"
"11454","rock"
"11455","rap"
"11456","hip hop"
"11457","hip hop"
"11458","rock"
"11459","rock"
"11460","pop"
"11461","hip hop"
"11462","rock"
"11463","hip hop"
"11464","pop"
"11465","rap"
"11466","rap"
"11467","pop"
"11468","rap"
"11469","pop"
"11470","rap"
"11471","rap"
"11472","hip hop"
"11473","hip hop"
"11474","pop"
"11475","hip hop"
"11476","hip hop"
"11477","pop"
"11478","rock"
"11479","hip hop"
"11480","rock"
"11481","pop"
"11482","rock"
"11483","hip hop"
"11484","rock"
"11485","pop"
"11486","rock"
"11487","rap"
"11488","hip hop"
"11489","hip hop"
"11490","rap"
"11491","hip hop"
"11492","pop"
"11493","hip hop"
"11494","rock"
"11495","rock"
"11496","pop"
"11497","rap"
"11498","pop"
"11499","rock"
"11500","rap"
"11501","pop"
"11502","pop"
"11503","pop"
"11504","hip hop"
"11505","rock"
"11506","rock"
"11507","rock"
"11508","rock"
"11509","pop"
"11510","rock"
"11511","pop"
"11512","rap"
"11513","pop"
"11514","rap"
"11515","rap"
"11516","rap"
"11517","hip hop"
"11518","hip hop"
"11519","rock"
"11520","rock"
"11521","rock"
"11522","rock"
"11523","rock"
"11524","hip hop"
"11525","pop"
"11526","rock"
"11527","pop"
"11528","rap"
"11529","rock"
"11530","rock"
"11531","hip hop"
"11532","rock"
"11533","rap"
"11534","pop"
"11535","pop"
"11536","rock"
"11537","rock"
"11538","rap"
"11539","pop"
"11540","rock"
"11541","rock"
"11542","pop"
"11543","rock"
"11544","pop"
"11545","rap"
"11546","rock"
"11547","rock"
"11548","pop"
"11549","rock"
"11550","rap"
"11551","hip hop"
"11552","rock"
"11553","pop"
"11554","rock"
"11555","rap"
"11556","pop"
"11557","pop"
"11558","rock"
"11559","rock"
"11560","hip hop"
"11561","pop"
"11562","pop"
"11563","rock"
"11564","pop"
"11565","rock"
"11566","rap"
"11567","pop"
"11568","pop"
"11569","hip hop"
"11570","rock"
"11571","pop"
"11572","pop"
"11573","hip hop"
"11574","rap"
"11575","pop"
"11576","rock"
"11577","pop"
"11578","rap"
"11579","hip hop"
"11580","rap"
"11581","hip hop"
"11582","rock"
"11583","hip hop"
"11584","rock"
"11585","pop"
"11586","rock"
"11587","hip hop"
"11588","rock"
"11589","rock"
"11590","pop"
"11591","pop"
"11592","rock"
"11593","rap"
"11594","pop"
"11595","pop"
"11596","rap"
"11597","rock"
"11598","pop"
"11599","rock"
"11600","rock"
"11601","rap"
"11602","rock"
"11603","hip hop"
"11604","hip hop"
"11605","rap"
"11606","rock"
"11607","rock"
"11608","rap"
"11609","hip hop"
"11610","hip hop"
"11611","pop"
"11612","rock"
"11613","rap"
"11614","rock"
"11615","pop"
"11616","hip hop"
"11617","rap"
"11618","rap"
"11619","hip hop"
"11620","pop"
"11621","rock"
"11622","rap"
"11623","rock"
"11624","rock"
"11625","rock"
"11626","rock"
"11627","rock"
"11628","pop"
"11629","rock"
"11630","pop"
"11631","hip hop"
"11632","pop"
"11633","rap"
"11634","rap"
"11635","hip hop"
"11636","pop"
"11637","rock"
"11638","rap"
"11639","rock"
"11640","rock"
"11641","pop"
"11642","rap"
"11643","pop"
"11644","rock"
"11645","pop"
"11646","pop"
"11647","rap"
"11648","hip hop"
"11649","pop"
"11650","hip hop"
"11651","rap"
"11652","rock"
"11653","rock"
"11654","rock"
"11655","rap"
"11656","pop"
"11657","hip hop"
"11658","pop"
"11659","rap"
"11660","pop"
"11661","rock"
"11662","pop"
